slab_tau,slab_injection_model,electron_kTe_mec2,max_scatters,source_run_tag,events_completed,scattered_events,scatter_fraction,escaped_up_total_fraction,escaped_down_total_fraction,escaped_up_scattered,escaped_down_scattered,mean_scatter_count,mean_scattered_energy_mec2,mean_photon_energy_ratio_erf,mean_energy_amplification,downward_scattered_escape_fraction,mean_up_scattered_energy_mec2,mean_down_scattered_energy_mec2,up_scattered_hard_fraction_gt_2x_incident,down_scattered_hard_fraction_gt_2x_incident,mean_mu_up_scattered,mean_mu_down_scattered,mu_up_down_asymmetry,bookkeeping_consistent,energy_hist_overflow_fraction,energy_hist_overflow_acceptable,incident_photon_energy_mec2,events_requested,seed
1.0000e-02,lambert,1.0000e-01,256,lambert_tau_000_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0000e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141201_eb_256_mb_180,50000,970,1.9400e-02,9.9004e-01,9.9600e-03,472,498,1.9860e-02,1.4834e-05,9.9999e-01,1.4834e+00,9.9600e-03,1.2979e-05,1.6592e-05,9.9576e-02,2.7108e-01,3.2233e-01,-3.2481e-01,6.4714e-01,true,0.0000e+00,true,1e-05,50000,2028141201
1.0723e-02,lambert,1.0000e-01,256,lambert_tau_001_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0723e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141202_eb_256_mb_180,50000,1035,2.0700e-02,9.8912e-01,1.0880e-02,491,544,2.1440e-02,1.5393e-05,9.9999e-01,1.5393e+00,1.0880e-02,1.4227e-05,1.6446e-05,1.3238e-01,2.4816e-01,2.4186e-01,-3.2256e-01,5.6443e-01,true,0.0000e+00,true,1e-05,50000,2028141202
1.1498e-02,lambert,1.0000e-01,256,lambert_tau_002_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_1498e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141203_eb_256_mb_180,50000,1134,2.2680e-02,9.8814e-01,1.1860e-02,541,593,2.3480e-02,1.5594e-05,9.9999e-01,1.5594e+00,1.1860e-02,1.3825e-05,1.7209e-05,1.2939e-01,2.6644e-01,2.4491e-01,-3.1892e-01,5.6383e-01,true,0.0000e+00,true,1e-05,50000,2028141203
1.2328e-02,lambert,1.0000e-01,256,lambert_tau_003_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_2328e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141204_eb_256_mb_180,50000,1194,2.3880e-02,9.8780e-01,1.2200e-02,584,610,2.4880e-02,1.5619e-05,9.9999e-01,1.5619e+00,1.2200e-02,1.4128e-05,1.7046e-05,1.4041e-01,2.6721e-01,2.3363e-01,-3.0901e-01,5.4264e-01,true,0.0000e+00,true,1e-05,50000,2028141204
1.3219e-02,lambert,1.0000e-01,256,lambert_tau_004_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_3219e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141205_eb_256_mb_180,50000,1290,2.5800e-02,9.8720e-01,1.2800e-02,650,640,2.6800e-02,1.5300e-05,9.9999e-01,1.5300e+00,1.2800e-02,1.3717e-05,1.6907e-05,1.3692e-01,2.4688e-01,2.6385e-01,-3.2162e-01,5.8547e-01,true,0.0000e+00,true,1e-05,50000,2028141205
1.4175e-02,lambert,1.0000e-01,256,lambert_tau_005_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_4175e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141206_eb_256_mb_180,50000,1370,2.7400e-02,9.8564e-01,1.4360e-02,652,718,2.8340e-02,1.5367e-05,9.9999e-01,1.5367e+00,1.4360e-02,1.3981e-05,1.6626e-05,1.3344e-01,2.6462e-01,2.7743e-01,-2.9497e-01,5.7240e-01,true,0.0000e+00,true,1e-05,50000,2028141206
1.5199e-02,lambert,1.0000e-01,256,lambert_tau_006_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_5199e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141207_eb_256_mb_180,50000,1465,2.9300e-02,9.8496e-01,1.5040e-02,713,752,3.0600e-02,1.5305e-05,9.9999e-01,1.5305e+00,1.5040e-02,1.3893e-05,1.6643e-05,1.1781e-01,2.3803e-01,2.2581e-01,-2.8405e-01,5.0986e-01,true,0.0000e+00,true,1e-05,50000,2028141207
1.6298e-02,lambert,1.0000e-01,256,lambert_tau_007_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_6298e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141208_eb_256_mb_180,50000,1595,3.1900e-02,9.8408e-01,1.5920e-02,799,796,3.3200e-02,1.4885e-05,9.9999e-01,1.4885e+00,1.5920e-02,1.3415e-05,1.6361e-05,1.2140e-01,2.4623e-01,2.5079e-01,-3.0774e-01,5.5854e-01,true,0.0000e+00,true,1e-05,50000,2028141208
1.7475e-02,lambert,1.0000e-01,256,lambert_tau_008_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_7475e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141209_eb_256_mb_180,50000,1655,3.3100e-02,9.8304e-01,1.6960e-02,807,848,3.4480e-02,1.5291e-05,9.9999e-01,1.5291e+00,1.6960e-02,1.3741e-05,1.6767e-05,1.1772e-01,2.6887e-01,2.5775e-01,-3.1254e-01,5.7029e-01,true,0.0000e+00,true,1e-05,50000,2028141209
1.8738e-02,lambert,1.0000e-01,256,lambert_tau_009_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_8738e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141210_eb_256_mb_180,50000,1789,3.5780e-02,9.8190e-01,1.8100e-02,884,905,3.7720e-02,1.5287e-05,9.9999e-01,1.5287e+00,1.8100e-02,1.3800e-05,1.6740e-05,1.2896e-01,2.4751e-01,2.4591e-01,-2.8959e-01,5.3550e-01,true,0.0000e+00,true,1e-05,50000,2028141210
2.0092e-02,lambert,1.0000e-01,256,lambert_tau_010_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_0092e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141211_eb_256_mb_180,50000,1872,3.7440e-02,9.8004e-01,1.9960e-02,874,998,3.9260e-02,1.6081e-05,9.9999e-01,1.6081e+00,1.9960e-02,1.4350e-05,1.7597e-05,1.4760e-01,2.8657e-01,2.5064e-01,-3.1144e-01,5.6208e-01,true,0.0000e+00,true,1e-05,50000,2028141211
2.1544e-02,lambert,1.0000e-01,256,lambert_tau_011_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_1544e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141212_eb_256_mb_180,50000,1956,3.9120e-02,9.7950e-01,2.0500e-02,931,1025,4.1480e-02,1.5671e-05,9.9999e-01,1.5671e+00,2.0500e-02,1.3714e-05,1.7449e-05,1.2245e-01,2.8098e-01,2.5779e-01,-3.2365e-01,5.8144e-01,true,0.0000e+00,true,1e-05,50000,2028141212
2.3101e-02,lambert,1.0000e-01,256,lambert_tau_012_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_3101e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141213_eb_256_mb_180,50000,2254,4.5080e-02,9.7672e-01,2.3280e-02,1090,1164,4.7460e-02,1.5679e-05,9.9999e-01,1.5679e+00,2.3280e-02,1.4208e-05,1.7056e-05,1.4312e-01,2.6203e-01,2.5429e-01,-3.2531e-01,5.7960e-01,true,0.0000e+00,true,1e-05,50000,2028141213
2.4771e-02,lambert,1.0000e-01,256,lambert_tau_013_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_4771e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141214_eb_256_mb_180,50000,2406,4.8120e-02,9.7518e-01,2.4820e-02,1165,1241,5.1240e-02,1.5801e-05,9.9999e-01,1.5801e+00,2.4820e-02,1.4314e-05,1.7197e-05,1.4592e-01,2.7961e-01,2.7004e-01,-3.3260e-01,6.0264e-01,true,0.0000e+00,true,1e-05,50000,2028141214
2.6561e-02,lambert,1.0000e-01,256,lambert_tau_014_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_6561e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141215_eb_256_mb_180,50000,2549,5.0980e-02,9.7372e-01,2.6280e-02,1235,1314,5.4080e-02,1.6160e-05,9.9999e-01,1.6160e+00,2.6280e-02,1.5200e-05,1.7061e-05,1.6437e-01,2.6941e-01,2.3041e-01,-3.2034e-01,5.5075e-01,true,0.0000e+00,true,1e-05,50000,2028141215
2.8480e-02,lambert,1.0000e-01,256,lambert_tau_015_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_8480e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141216_eb_256_mb_180,50000,2711,5.4220e-02,9.7198e-01,2.8020e-02,1310,1401,5.7620e-02,1.5722e-05,9.9999e-01,1.5722e+00,2.8020e-02,1.3696e-05,1.7616e-05,1.1908e-01,2.8408e-01,2.5688e-01,-3.2523e-01,5.8211e-01,true,0.0000e+00,true,1e-05,50000,2028141216
3.0539e-02,lambert,1.0000e-01,256,lambert_tau_016_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_0539e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141217_eb_256_mb_180,50000,2902,5.8040e-02,9.7124e-01,2.8760e-02,1464,1438,6.2500e-02,1.5471e-05,9.9999e-01,1.5471e+00,2.8760e-02,1.4019e-05,1.6949e-05,1.3661e-01,2.6217e-01,2.6041e-01,-3.1290e-01,5.7330e-01,true,0.0000e+00,true,1e-05,50000,2028141217
3.2745e-02,lambert,1.0000e-01,256,lambert_tau_017_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_2745e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141218_eb_256_mb_180,50000,3096,6.1920e-02,9.6894e-01,3.1060e-02,1543,1553,6.6720e-02,1.5476e-05,9.9999e-01,1.5476e+00,3.1060e-02,1.4006e-05,1.6937e-05,1.4193e-01,2.6207e-01,2.9385e-01,-3.1492e-01,6.0877e-01,true,0.0000e+00,true,1e-05,50000,2028141218
3.5112e-02,lambert,1.0000e-01,256,lambert_tau_018_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_5112e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141219_eb_256_mb_180,50000,3279,6.5580e-02,9.6566e-01,3.4340e-02,1562,1717,7.1020e-02,1.5995e-05,9.9999e-01,1.5995e+00,3.4340e-02,1.4562e-05,1.7298e-05,1.4789e-01,2.7082e-01,2.3929e-01,-3.1028e-01,5.4957e-01,true,0.0000e+00,true,1e-05,50000,2028141219
3.7649e-02,lambert,1.0000e-01,256,lambert_tau_019_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_7649e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141220_eb_256_mb_180,50000,3518,7.0360e-02,9.6408e-01,3.5920e-02,1722,1796,7.6400e-02,1.5711e-05,9.9999e-01,1.5711e+00,3.5920e-02,1.4715e-05,1.6666e-05,1.5273e-01,2.5223e-01,2.4693e-01,-3.0154e-01,5.4848e-01,true,0.0000e+00,true,1e-05,50000,2028141220
4.0370e-02,lambert,1.0000e-01,256,lambert_tau_020_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_0370e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141221_eb_256_mb_180,50000,3709,7.4180e-02,9.6142e-01,3.8580e-02,1780,1929,8.1060e-02,1.5978e-05,9.9999e-01,1.5978e+00,3.8580e-02,1.4434e-05,1.7403e-05,1.4607e-01,2.7475e-01,2.4012e-01,-3.1590e-01,5.5602e-01,true,0.0000e+00,true,1e-05,50000,2028141221
4.3288e-02,lambert,1.0000e-01,256,lambert_tau_021_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_3288e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141222_eb_256_mb_180,50000,3848,7.6960e-02,9.6124e-01,3.8760e-02,1910,1938,8.4840e-02,1.6045e-05,9.9999e-01,1.6045e+00,3.8760e-02,1.4599e-05,1.7471e-05,1.5079e-01,2.6987e-01,2.3245e-01,-3.2249e-01,5.5494e-01,true,0.0000e+00,true,1e-05,50000,2028141222
4.6416e-02,lambert,1.0000e-01,256,lambert_tau_022_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_6416e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141223_eb_256_mb_180,50000,4192,8.3840e-02,9.5660e-01,4.3400e-02,2022,2170,9.1820e-02,1.5884e-05,9.9999e-01,1.5884e+00,4.3400e-02,1.4316e-05,1.7346e-05,1.4243e-01,2.7650e-01,2.6235e-01,-3.2897e-01,5.9131e-01,true,0.0000e+00,true,1e-05,50000,2028141223
4.9770e-02,lambert,1.0000e-01,256,lambert_tau_023_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_9770e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141224_eb_256_mb_180,50000,4494,8.9880e-02,9.5242e-01,4.7580e-02,2115,2379,9.9700e-02,1.5921e-05,9.9999e-01,1.5921e+00,4.7580e-02,1.4293e-05,1.7368e-05,1.4326e-01,2.7070e-01,2.6306e-01,-3.1933e-01,5.8239e-01,true,0.0000e+00,true,1e-05,50000,2028141224
5.3367e-02,lambert,1.0000e-01,256,lambert_tau_024_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_5_3367e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141225_eb_256_mb_180,50000,4870,9.7400e-02,9.4978e-01,5.0220e-02,2359,2511,1.0788e-01,1.5989e-05,9.9999e-01,1.5989e+00,5.0220e-02,1.4337e-05,1.7542e-05,1.4667e-01,2.8674e-01,2.4442e-01,-2.9988e-01,5.4430e-01,true,0.0000e+00,true,1e-05,50000,2028141225
5.7224e-02,lambert,1.0000e-01,256,lambert_tau_025_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_5_7224e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141226_eb_256_mb_180,50000,5095,1.0190e-01,9.4794e-01,5.2060e-02,2492,2603,1.1412e-01,1.5869e-05,9.9999e-01,1.5869e+00,5.2060e-02,1.4315e-05,1.7357e-05,1.4446e-01,2.7814e-01,2.6428e-01,-3.1791e-01,5.8219e-01,true,0.0000e+00,true,1e-05,50000,2028141226
6.1359e-02,lambert,1.0000e-01,256,lambert_tau_026_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_6_1359e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141227_eb_256_mb_180,50000,5370,1.0740e-01,9.4416e-01,5.5840e-02,2578,2792,1.2126e-01,1.6065e-05,9.9999e-01,1.6065e+00,5.5840e-02,1.4552e-05,1.7461e-05,1.3732e-01,2.6110e-01,2.5032e-01,-3.1167e-01,5.6199e-01,true,0.0000e+00,true,1e-05,50000,2028141227
6.5793e-02,lambert,1.0000e-01,256,lambert_tau_027_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_6_5793e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141228_eb_256_mb_180,50000,5790,1.1580e-01,9.3926e-01,6.0740e-02,2753,3037,1.3162e-01,1.6206e-05,9.9999e-01,1.6206e+00,6.0740e-02,1.4805e-05,1.7476e-05,1.5074e-01,2.7527e-01,2.4905e-01,-3.1570e-01,5.6475e-01,true,0.0000e+00,true,1e-05,50000,2028141228
7.0548e-02,lambert,1.0000e-01,256,lambert_tau_028_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_7_0548e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141229_eb_256_mb_180,50000,6157,1.2314e-01,9.3518e-01,6.4820e-02,2916,3241,1.4112e-01,1.6491e-05,9.9999e-01,1.6491e+00,6.4820e-02,1.5096e-05,1.7747e-05,1.5021e-01,2.8479e-01,2.4074e-01,-3.1131e-01,5.5205e-01,true,0.0000e+00,true,1e-05,50000,2028141229
7.5646e-02,lambert,1.0000e-01,256,lambert_tau_029_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_7_5646e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141230_eb_256_mb_180,50000,6635,1.3270e-01,9.3114e-01,6.8860e-02,3192,3443,1.5238e-01,1.6367e-05,9.9999e-01,1.6367e+00,6.8860e-02,1.4860e-05,1.7764e-05,1.4975e-01,2.8493e-01,2.5978e-01,-3.1920e-01,5.7898e-01,true,0.0000e+00,true,1e-05,50000,2028141230
8.1113e-02,lambert,1.0000e-01,256,lambert_tau_030_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_8_1113e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141231_eb_256_mb_180,50000,7020,1.4040e-01,9.2776e-01,7.2240e-02,3408,3612,1.6330e-01,1.6306e-05,9.9999e-01,1.6306e+00,7.2240e-02,1.4832e-05,1.7696e-05,1.6080e-01,2.8018e-01,2.4838e-01,-3.2480e-01,5.7318e-01,true,0.0000e+00,true,1e-05,50000,2028141231
8.6975e-02,lambert,1.0000e-01,256,lambert_tau_031_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_8_6975e_02_si_lambert_ms_256_tc_thermal_kn_seed_2028141232_eb_256_mb_180,50000,7249,1.4498e-01,9.2580e-01,7.4200e-02,3539,3710,1.7054e-01,1.6591e-05,9.9999e-01,1.6591e+00,7.4200e-02,1.5171e-05,1.7946e-05,1.7152e-01,2.9730e-01,2.4545e-01,-3.0744e-01,5.5290e-01,true,0.0000e+00,true,1e-05,50000,2028141232
