slab_tau,slab_injection_model,electron_kTe_mec2,max_scatters,source_run_tag,events_completed,scattered_events,scatter_fraction,escaped_up_total_fraction,escaped_down_total_fraction,escaped_up_scattered,escaped_down_scattered,mean_scatter_count,mean_scattered_energy_mec2,mean_photon_energy_ratio_erf,mean_energy_amplification,downward_scattered_escape_fraction,mean_up_scattered_energy_mec2,mean_down_scattered_energy_mec2,up_scattered_hard_fraction_gt_2x_incident,down_scattered_hard_fraction_gt_2x_incident,mean_mu_up_scattered,mean_mu_down_scattered,mu_up_down_asymmetry,bookkeeping_consistent,energy_hist_overflow_fraction,energy_hist_overflow_acceptable,incident_photon_energy_mec2,events_requested,seed
1.0000e+00,lambert,1.0000e-01,256,lambert_tau_066_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0000e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141267_eb_256_mb_180,50000,38991,7.7982e-01,5.4376e-01,4.5624e-01,16179,22812,1.9898e+00,6.5757e-05,9.9995e-01,6.5757e+00,4.5624e-01,6.9498e-05,6.3105e-05,3.9891e-01,4.4192e-01,1.9339e-01,-2.1127e-01,4.0466e-01,true,0.0000e+00,true,1e-05,50000,2028141267
1.0723e+00,lambert,1.0000e-01,256,lambert_tau_067_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0723e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141268_eb_256_mb_180,50000,40074,8.0148e-01,5.2514e-01,4.7486e-01,16331,23743,2.1502e+00,6.6054e-05,9.9995e-01,6.6054e+00,4.7486e-01,8.0027e-05,5.6444e-05,4.1510e-01,4.4586e-01,1.8522e-01,-1.9451e-01,3.7974e-01,true,0.0000e+00,true,1e-05,50000,2028141268
1.1498e+00,lambert,1.0000e-01,256,lambert_tau_068_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_1498e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141269_eb_256_mb_180,50000,41115,8.2230e-01,5.0898e-01,4.9102e-01,16564,24551,2.3077e+00,8.1983e-05,9.9993e-01,8.1983e+00,4.9102e-01,9.4617e-05,7.3458e-05,4.3486e-01,4.6295e-01,1.9027e-01,-1.8964e-01,3.7991e-01,true,0.0000e+00,true,1e-05,50000,2028141269
1.2328e+00,lambert,1.0000e-01,256,lambert_tau_069_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_2328e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141270_eb_256_mb_180,50000,42050,8.4100e-01,4.9600e-01,5.0400e-01,16850,25200,2.4790e+00,9.9964e-05,9.9992e-01,9.9964e+00,5.0400e-01,1.1331e-04,9.1040e-05,4.4772e-01,4.6853e-01,1.7832e-01,-1.8514e-01,3.6347e-01,true,0.0000e+00,true,1e-05,50000,2028141270
1.3219e+00,lambert,1.0000e-01,256,lambert_tau_070_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_3219e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141271_eb_256_mb_180,50000,42817,8.5634e-01,4.7648e-01,5.2352e-01,16641,26176,2.6250e+00,1.1515e-04,9.9990e-01,1.1515e+01,5.2352e-01,1.2848e-04,1.0668e-04,4.6662e-01,4.7563e-01,1.8734e-01,-1.7881e-01,3.6616e-01,true,0.0000e+00,true,1e-05,50000,2028141271
1.4175e+00,lambert,1.0000e-01,256,lambert_tau_071_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_4175e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141272_eb_256_mb_180,50000,43723,8.7446e-01,4.5928e-01,5.4072e-01,16687,27036,2.8373e+00,1.7488e-04,9.9987e-01,1.7488e+01,5.4072e-01,2.2500e-04,1.4395e-04,4.8876e-01,4.8376e-01,1.7396e-01,-1.7617e-01,3.5013e-01,true,0.0000e+00,true,1e-05,50000,2028141272
1.5199e+00,lambert,1.0000e-01,256,lambert_tau_072_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_5199e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141273_eb_256_mb_180,50000,44386,8.8772e-01,4.4870e-01,5.5130e-01,16821,27565,3.0553e+00,2.1796e-04,9.9984e-01,2.1796e+01,5.5130e-01,3.1970e-04,1.5588e-04,5.0502e-01,4.9331e-01,1.7561e-01,-1.6620e-01,3.4181e-01,true,0.0000e+00,true,1e-05,50000,2028141273
1.6298e+00,lambert,1.0000e-01,256,lambert_tau_073_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_6298e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141274_eb_256_mb_180,50000,45229,9.0458e-01,4.2798e-01,5.7202e-01,16628,28601,3.2764e+00,2.4330e-04,9.9982e-01,2.4330e+01,5.7202e-01,3.3329e-04,1.9098e-04,5.3007e-01,5.0309e-01,1.6709e-01,-1.6427e-01,3.3136e-01,true,0.0000e+00,true,1e-05,50000,2028141274
1.7475e+00,lambert,1.0000e-01,256,lambert_tau_074_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_7475e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141275_eb_256_mb_180,50000,45920,9.1840e-01,4.0708e-01,5.9292e-01,16274,29646,3.4950e+00,3.4475e-04,9.9975e-01,3.4475e+01,5.9292e-01,5.3440e-04,2.4065e-04,5.5235e-01,5.1349e-01,1.6279e-01,-1.6257e-01,3.2535e-01,true,0.0000e+00,true,1e-05,50000,2028141275
1.8738e+00,lambert,1.0000e-01,256,lambert_tau_075_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_8738e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141276_eb_256_mb_180,50000,46465,9.2930e-01,3.9278e-01,6.0722e-01,16104,30361,3.7559e+00,4.6465e-04,9.9965e-01,4.6465e+01,6.0722e-01,6.7370e-04,3.5376e-04,5.7011e-01,5.2119e-01,1.6754e-01,-1.4888e-01,3.1642e-01,true,0.0000e+00,true,1e-05,50000,2028141276
2.0092e+00,lambert,1.0000e-01,256,lambert_tau_076_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_0092e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141277_eb_256_mb_180,50000,47039,9.4078e-01,3.7886e-01,6.2114e-01,15982,31057,4.0391e+00,6.8874e-04,9.9950e-01,6.8874e+01,6.2114e-01,1.1007e-03,4.7673e-04,6.0637e-01,5.2842e-01,1.5896e-01,-1.4509e-01,3.0405e-01,true,0.0000e+00,true,1e-05,50000,2028141277
2.1544e+00,lambert,1.0000e-01,256,lambert_tau_077_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_1544e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141278_eb_256_mb_180,50000,47519,9.5038e-01,3.6772e-01,6.3228e-01,15905,31614,4.3061e+00,8.3874e-04,9.9940e-01,8.3874e+01,6.3228e-01,1.1282e-03,6.9311e-04,6.1899e-01,5.3805e-01,1.5858e-01,-1.3477e-01,2.9335e-01,true,0.0000e+00,true,1e-05,50000,2028141278
2.3101e+00,lambert,1.0000e-01,256,lambert_tau_078_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_3101e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141279_eb_256_mb_180,50000,47931,9.5862e-01,3.4962e-01,6.5038e-01,15412,32519,4.6240e+00,1.1546e-03,9.9918e-01,1.1546e+02,6.5038e-01,1.7744e-03,8.6084e-04,6.4651e-01,5.4540e-01,1.5897e-01,-1.3671e-01,2.9568e-01,true,0.0000e+00,true,1e-05,50000,2028141279
2.4771e+00,lambert,1.0000e-01,256,lambert_tau_079_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_4771e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141280_eb_256_mb_180,50000,48272,9.6544e-01,3.3458e-01,6.6542e-01,15001,33271,4.9739e+00,1.6522e-03,9.9887e-01,1.6522e+02,6.6542e-01,2.8239e-03,1.1239e-03,6.7469e-01,5.5330e-01,1.5633e-01,-1.2688e-01,2.8321e-01,true,0.0000e+00,true,1e-05,50000,2028141280
2.6561e+00,lambert,1.0000e-01,256,lambert_tau_080_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_6561e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141281_eb_256_mb_180,50000,48660,9.7320e-01,3.1892e-01,6.8108e-01,14606,34054,5.3145e+00,2.1435e-03,9.9855e-01,2.1435e+02,6.8108e-01,3.6810e-03,1.4841e-03,6.9869e-01,5.6043e-01,1.5627e-01,-1.1972e-01,2.7599e-01,true,0.0000e+00,true,1e-05,50000,2028141281
2.8480e+00,lambert,1.0000e-01,256,lambert_tau_081_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_8480e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141282_eb_256_mb_180,50000,48917,9.7834e-01,3.0534e-01,6.9466e-01,14184,34733,5.6420e+00,2.5647e-03,9.9828e-01,2.5647e+02,6.9466e-01,4.4124e-03,1.8101e-03,7.2187e-01,5.6756e-01,1.5098e-01,-1.1591e-01,2.6689e-01,true,0.0000e+00,true,1e-05,50000,2028141282
3.0539e+00,lambert,1.0000e-01,256,lambert_tau_082_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_0539e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141283_eb_256_mb_180,50000,49163,9.8326e-01,2.9006e-01,7.0994e-01,13666,35497,6.0312e+00,3.4425e-03,9.9775e-01,3.4425e+02,7.0994e-01,6.2486e-03,2.3622e-03,7.5209e-01,5.7132e-01,1.5688e-01,-1.1047e-01,2.6735e-01,true,0.0000e+00,true,1e-05,50000,2028141283
3.2745e+00,lambert,1.0000e-01,256,lambert_tau_083_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_2745e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141284_eb_256_mb_180,50000,49313,9.8626e-01,2.7962e-01,7.2038e-01,13294,36019,6.4535e+00,4.7287e-03,9.9688e-01,4.7287e+02,7.2038e-01,8.3287e-03,3.4000e-03,7.7855e-01,5.8550e-01,1.5798e-01,-1.0719e-01,2.6517e-01,true,0.0000e+00,true,1e-05,50000,2028141284
3.5112e+00,lambert,1.0000e-01,256,lambert_tau_084_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_5112e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141285_eb_256_mb_180,50000,49512,9.9024e-01,2.6330e-01,7.3670e-01,12677,36835,6.9128e+00,5.8944e-03,9.9609e-01,5.8944e+02,7.3670e-01,1.1183e-02,4.0744e-03,8.0413e-01,5.9294e-01,1.4895e-01,-1.0381e-01,2.5275e-01,true,0.0000e+00,true,1e-05,50000,2028141285
3.7649e+00,lambert,1.0000e-01,256,lambert_tau_085_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_7649e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141286_eb_256_mb_180,50000,49666,9.9332e-01,2.5220e-01,7.4780e-01,12276,37390,7.3341e+00,7.4106e-03,9.9521e-01,7.4106e+02,7.4780e-01,1.5011e-02,4.9151e-03,8.2250e-01,5.9893e-01,1.5003e-01,-9.6960e-02,2.4699e-01,true,0.0000e+00,true,1e-05,50000,2028141286
4.0370e+00,lambert,1.0000e-01,256,lambert_tau_086_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_0370e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141287_eb_256_mb_180,50000,49707,9.9414e-01,2.3728e-01,7.6272e-01,11571,38136,7.8915e+00,9.5389e-03,9.9391e-01,9.5389e+02,7.6272e-01,2.0146e-02,6.3205e-03,8.4712e-01,6.0565e-01,1.4995e-01,-9.6562e-02,2.4651e-01,true,0.0000e+00,true,1e-05,50000,2028141287
4.3288e+00,lambert,1.0000e-01,256,lambert_tau_087_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_3288e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141288_eb_256_mb_180,50000,49830,9.9660e-01,2.2104e-01,7.7896e-01,10882,38948,8.3989e+00,1.1505e-02,9.9272e-01,1.1505e+03,7.7896e-01,2.5976e-02,7.4616e-03,8.6289e-01,6.0948e-01,1.5907e-01,-8.9320e-02,2.4839e-01,true,0.0000e+00,true,1e-05,50000,2028141288
4.6416e+00,lambert,1.0000e-01,256,lambert_tau_088_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_6416e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141289_eb_256_mb_180,50000,49865,9.9730e-01,2.1362e-01,7.8638e-01,10546,39319,8.9014e+00,1.3984e-02,9.9133e-01,1.3984e+03,7.8638e-01,3.3122e-02,8.8509e-03,8.8640e-01,6.1492e-01,1.5586e-01,-8.1680e-02,2.3754e-01,true,0.0000e+00,true,1e-05,50000,2028141289
4.9770e+00,lambert,1.0000e-01,256,lambert_tau_089_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_9770e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141290_eb_256_mb_180,50000,49923,9.9846e-01,2.0476e-01,7.9524e-01,10161,39762,9.4589e+00,1.7517e-02,9.8929e-01,1.7517e+03,7.9524e-01,4.3329e-02,1.0920e-02,9.0749e-01,6.1851e-01,1.6398e-01,-8.4066e-02,2.4804e-01,true,0.0000e+00,true,1e-05,50000,2028141290
5.3367e+00,lambert,1.0000e-01,256,lambert_tau_090_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_5_3367e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141291_eb_256_mb_180,50000,49937,9.9874e-01,1.9098e-01,8.0902e-01,9486,40451,1.0039e+01,1.9911e-02,9.8779e-01,1.9911e+03,8.0902e-01,5.1025e-02,1.2615e-02,9.2610e-01,6.2678e-01,1.7296e-01,-8.1567e-02,2.5453e-01,true,0.0000e+00,true,1e-05,50000,2028141291
5.7224e+00,lambert,1.0000e-01,256,lambert_tau_091_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_5_7224e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141292_eb_256_mb_180,50000,49964,9.9928e-01,1.8170e-01,8.1830e-01,9049,40915,1.0675e+01,2.4292e-02,9.8552e-01,2.4292e+03,8.1830e-01,6.6872e-02,1.4875e-02,9.4010e-01,6.3473e-01,1.7366e-01,-7.5037e-02,2.4869e-01,true,0.0000e+00,true,1e-05,50000,2028141292
6.1359e+00,lambert,1.0000e-01,256,lambert_tau_092_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_6_1359e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141293_eb_256_mb_180,50000,49973,9.9946e-01,1.7008e-01,8.2992e-01,8477,41496,1.1143e+01,2.7145e-02,9.8401e-01,2.7145e+03,8.2992e-01,7.7634e-02,1.6830e-02,9.5352e-01,6.3746e-01,1.6953e-01,-7.2977e-02,2.4250e-01,true,0.0000e+00,true,1e-05,50000,2028141293
6.5793e+00,lambert,1.0000e-01,256,lambert_tau_093_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_6_5793e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141294_eb_256_mb_180,50000,49993,9.9986e-01,1.6110e-01,8.3890e-01,8048,41945,1.1937e+01,3.1986e-02,9.8130e-01,3.1986e+03,8.3890e-01,9.2512e-02,2.0372e-02,9.6496e-01,6.4549e-01,1.9465e-01,-6.5754e-02,2.6041e-01,true,0.0000e+00,true,1e-05,50000,2028141294
7.0548e+00,lambert,1.0000e-01,256,lambert_tau_094_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_7_0548e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141295_eb_256_mb_180,50000,49990,9.9980e-01,1.4968e-01,8.5032e-01,7474,42516,1.2326e+01,3.5289e-02,9.7937e-01,3.5289e+03,8.5032e-01,1.1206e-01,2.1793e-02,9.7097e-01,6.4366e-01,1.8969e-01,-6.1659e-02,2.5135e-01,true,0.0000e+00,true,1e-05,50000,2028141295
7.5646e+00,lambert,1.0000e-01,256,lambert_tau_095_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_7_5646e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141296_eb_256_mb_180,50000,49997,9.9994e-01,1.4190e-01,8.5810e-01,7092,42905,1.2938e+01,3.8868e-02,9.7769e-01,3.8868e+03,8.5810e-01,1.2897e-01,2.3974e-02,9.8054e-01,6.4426e-01,2.0489e-01,-6.4316e-02,2.6920e-01,true,0.0000e+00,true,1e-05,50000,2028141296
8.1113e+00,lambert,1.0000e-01,256,lambert_tau_096_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_8_1113e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141297_eb_256_mb_180,50000,49999,9.9998e-01,1.3760e-01,8.6240e-01,6879,43120,1.3824e+01,4.4435e-02,9.7484e-01,4.4435e+03,8.6240e-01,1.5619e-01,2.6607e-02,9.8634e-01,6.6190e-01,2.1172e-01,-5.3525e-02,2.6525e-01,true,0.0000e+00,true,1e-05,50000,2028141297
8.6975e+00,lambert,1.0000e-01,256,lambert_tau_097_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_8_6975e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141298_eb_256_mb_180,50000,49998,9.9996e-01,1.2996e-01,8.7004e-01,6496,43502,1.4433e+01,4.7871e-02,9.7279e-01,4.7871e+03,8.7004e-01,1.6834e-01,2.9883e-02,9.8999e-01,6.5231e-01,2.2109e-01,-5.3989e-02,2.7508e-01,true,0.0000e+00,true,1e-05,50000,2028141298
9.3260e+00,lambert,1.0000e-01,256,lambert_tau_098_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_9_3260e_00_si_lambert_ms_256_tc_thermal_kn_seed_2028141299_eb_256_mb_180,50000,49999,9.9998e-01,1.2252e-01,8.7748e-01,6125,43874,1.4929e+01,5.0036e-02,9.7216e-01,5.0036e+03,8.7748e-01,1.8870e-01,3.0677e-02,9.9510e-01,6.5563e-01,2.2358e-01,-4.7297e-02,2.7088e-01,true,0.0000e+00,true,1e-05,50000,2028141299
1.0000e+01,lambert,1.0000e-01,256,lambert_tau_099_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0000e_01_si_lambert_ms_256_tc_thermal_kn_seed_2028141300_eb_256_mb_180,50000,50000,1.0000e+00,1.1318e-01,8.8682e-01,5659,44341,1.5560e+01,5.3490e-02,9.7030e-01,5.3490e+03,8.8682e-01,2.1027e-01,3.3481e-02,9.9611e-01,6.5934e-01,2.5209e-01,-5.0457e-02,3.0254e-01,true,0.0000e+00,true,1e-05,50000,2028141300
