kTe_keV,theta,tau_T,eta,p_sc,A_model,seed_flux_model,downward_flux_model,ionizing_flux_model_5eV_20keV,ionizing_flux_cgs_5eV_20keV,effective_albedo_reflect,last_scatter_order,last_difmax,converged,max_scatter,convergence_tolerance,tbb_keV,disk_temperature_K,seed_surface_flux_cgs,hemisphere_mu_order,observer_mu,exact_angles,xi_n1e13,effective_albedo_ireflect_n1e13,xi_n1e15,effective_albedo_ireflect_n1e15
30.0,0.05870841487279843,10.0,0.4999999999999917,0.9999928941171166,1.2648657862959968e+40,7.943123307102427e-12,5.023492453742001e+28,3.6404586726841666e+26,2.945540502917813e+52,0.2568576731312273,1999,0.03996379580475434,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3.7014753619271145e+40,nan,3.701475361927114e+38,nan
50.0,0.09784735812133072,0.03,0.3824592786879965,0.05635393190241922,0.08604719644400148,7.943123307102427e-12,3.824592786879965e-13,3.7669487835832044e-13,30478852287808.79,1.2172346368234592e-06,12,0.0026820587925459006,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,38.30085537489142,1.0021484875068393e-05,0.3830085537489142,1.427433062148198e-06
50.0,0.09784735812133072,0.05,0.5588961933968939,0.09057277199955371,0.14108644402158585,7.943123307102427e-12,6.263365325629012e-13,6.171416445220211e-13,49933699937777.8,1.7923730002172223e-06,14,0.0009561990579283573,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,62.74853795643194,2.4155311368503163e-05,0.6274853795643194,2.2345195605278487e-06
50.0,0.09784735812133072,0.08,0.5580980347782599,0.13804279711980416,0.221287010725739,7.943123307102427e-12,9.809745036610067e-13,9.6709066801348e-13,78248511760393.89,3.6114132471088337e-06,15,0.0021204667049440564,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,98.3299798803152,6.568736663385371e-05,0.9832997988031519,4.497211149632366e-06
50.0,0.09784735812133072,0.13,0.5570186635829169,0.2091331978757246,0.3509677370833582,7.943123307102427e-12,1.5528454969079918e-12,1.532048761816081e-12,123959975544704.08,1.2164448117341281e-05,17,0.00201737477542941,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,155.7726994041651,0.00022461618562233954,1.557726994041651,1.4260090331193864e-05
50.0,0.09784735812133072,0.2,0.5558151518809296,0.2957679874892579,0.5287688736803403,7.943123307102427e-12,2.3344660825019906e-12,2.3052006026318785e-12,186516654985025.03,5.128269933238368e-05,19,0.002306313653993935,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,234.3837412292387,0.0007832783121805925,2.343837412292387,5.701930998821504e-05
50.0,0.09784735812133072,0.32,0.5543332936338986,0.418076222073554,0.8376641830266027,7.943123307102427e-12,3.688350748049138e-12,3.644397423729922e-12,294872739549902.4,0.0003173013748729667,22,0.00215058935403994,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,370.5480129255479,0.0035004898765993555,3.705480129255479,0.0003413349371258652
50.0,0.09784735812133072,0.5,0.5521753637959067,0.5568293130315669,1.3607673493696908,7.943123307102427e-12,5.968321514448816e-12,5.871931042809101e-12,475105262057047.9,0.002058573675531657,26,0.0016566019199742799,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,597.03488038411,0.014953203849831363,5.9703488038411,0.002178521182357821
50.0,0.09784735812133072,0.8,0.5449379660683416,0.7114053388818878,2.683726184928596,7.943123307102427e-12,1.1616534177372691e-11,1.0927953771915302e-11,884194365141817.6,0.014209937836747549,30,0.002745017513690969,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1111.1114087500102,0.05371204265693176,11.111114087500102,0.014870350679084009
50.0,0.09784735812133072,1.25,0.528361969605005,0.8427961519941709,7.617298537658116,7.943123307102427e-12,3.196861576144855e-11,2.4261827627083422e-11,1963054724027204.2,0.061590890518581645,36,0.002798168594261356,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2466.8473198394418,0.13142655442698548,24.668473198394416,0.06392811260983418
50.0,0.09784735812133072,2.0,0.5117268606846505,0.9397123563661224,40.08950482649342,7.943123307102427e-12,1.6295219328235876e-10,6.875331053543236e-11,5562916080090646.0,0.14543179218870048,45,0.002410446781842985,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,6990.566515899721,0.1918113206982578,69.90566515899721,0.1499250941701884
50.0,0.09784735812133072,3.2,0.5060268682960986,0.9859114143158293,281.6593622459562,7.943123307102427e-12,1.1321111639602417e-09,1.9529911575122098e-10,1.580189496300768e+16,0.20079646399737494,56,0.0028302726881970198,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,19857.246851432992,0.2192854289486648,198.57246851432993,0.20693673307448954
50.0,0.09784735812133072,5.0,0.507398433905907,0.9982428033464418,2062.457915343264,7.943123307102427e-12,8.312382558102992e-09,4.951160032282768e-10,4.006045315373369e+16,0.2168862120831897,74,0.0026987872519192114,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,50341.450130899124,0.22979080824392867,503.41450130899125,0.22181507665009775
50.0,0.09784735812133072,8.0,0.5098637444455157,0.9999376042711372,53657.96833165658,7.943123307102427e-12,2.173099742889844e-07,2.1743154870055218e-09,1.7592657708634477e+17,0.21355440638509382,135,0.002964663771207482,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,221075.85685826367,0.23381853692894364,2210.7585685826366,0.21637318742917916
50.0,0.09784735812133072,10.0,0.4999999999999957,0.999992891565217,2.9585156346330107e+18,7.943123307102427e-12,11749927.245940097,12899.500937507304,1.0437147045220822e+30,0.20928410006606168,1999,0.014987862984530495,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1.311570579268086e+18,nan,1.311570579268086e+16,nan
80.0,0.15655577299412915,0.03,0.5205854251966694,0.05635162647319325,0.11234636761699066,7.943123307102427e-12,5.205854251966694e-13,5.156255594851552e-13,41719906922699.69,1.275365954554724e-05,11,0.0008629788649874862,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,52.42678123872132,0.0002026347405796513,0.5242678123872132,1.517410172851128e-05
80.0,0.15655577299412915,0.05,0.5805077915168696,0.09056918098306688,0.18757307281830676,7.943123307102427e-12,8.649078736922442e-13,8.56966810056336e-13,69338253105784.05,3.752034229737587e-05,12,0.0011890747164466035,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,87.13301862795232,0.0005756338906147657,0.8713301862795233,4.258178762251415e-05
80.0,0.15655577299412915,0.08,0.5766245886574783,0.13803753619128323,0.3023334055450076,7.943123307102427e-12,1.3847475274504272e-12,1.3724092509668208e-12,111043343676286.81,0.00012899901815057675,13,0.0018784474106367417,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,139.5411810893877,0.0016636232755195843,1.395411810893877,0.000141121615436302
80.0,0.15655577299412915,0.13,0.570790312920422,0.20912565607273792,0.5024932086583594,7.943123307102427e-12,2.2782327726307843e-12,2.2566433102829062e-12,182587823917689.72,0.0005295288145186947,15,0.0011776422781760464,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,229.4466265019043,0.005338187593961066,2.294466265019043,0.0005664031176930043
80.0,0.15655577299412915,0.2,0.5634883697717171,0.2957580326178323,0.8127624314387197,7.943123307102427e-12,3.6378089083624042e-12,3.5878150078377725e-12,290294585730609.56,0.0019657781626704605,16,0.00272498403313419,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,364.79493516327017,0.015064732864264357,3.6479493516327013,0.0020777638477697024
80.0,0.15655577299412915,0.32,0.5524845660092067,0.4180636552035777,1.4849499609016636,7.943123307102427e-12,6.516633159894049e-12,6.2786388239300864e-12,508012495728798.7,0.008305679940988657,19,0.0014813202428514598,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,638.387329805364,0.040747955655390564,6.38387329805364,0.008698176539929652
80.0,0.15655577299412915,0.5,0.5383593341280128,0.556815117503521,3.131260844757348,7.943123307102427e-12,1.3390068511372526e-11,1.1792020663453167e-11,954107094692967.9,0.029662897193338915,21,0.0027693477258463207,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1198.9663357701315,0.08970105076292159,11.989663357701316,0.0308452785157149
80.0,0.15655577299412915,0.8,0.5217177222635543,0.7113914047272181,9.678491628300062,7.943123307102427e-12,4.0108329375384827e-11,2.6528993772496263e-11,2146493963655593.2,0.08314513888230632,25,0.0023159110872640306,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2697.363866878099,0.15635280592046527,26.973638668780993,0.08589525634307625
80.0,0.15655577299412915,1.25,0.5107411794586051,0.8427849264975084,40.36163925237439,7.943123307102427e-12,1.637423337685543e-10,6.335123254256446e-11,5125827214137906.0,0.1446778289111601,29,0.0029551217278972453,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,6441.304447802512,0.19002388435091924,64.41304447802511,0.14882527368855453
80.0,0.15655577299412915,2.0,0.5064855949528783,0.9397058353557599,213.32205611839305,7.943123307102427e-12,8.582111714727219e-10,1.515609120944858e-10,1.22629823704142e+16,0.1823248827509752,35,0.002941346539825716,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,15410.11813039776,0.20159588529877434,154.1011813039776,0.18747199276652957
80.0,0.15655577299412915,3.2,0.507781810856897,0.9859090987545316,1039.7088976335497,7.943123307102427e-12,4.1935343536283755e-09,2.9801315300068e-10,2.4112615785266508e+16,0.18917323049483337,43,0.002919377933495354,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,30300.806643930617,0.1988359437893306,303.00806643930616,0.1932086287301598
80.0,0.15655577299412915,5.0,0.5160117791768563,0.9982423704474761,4261.214629043922,7.943123307102427e-12,1.7465632964006583e-08,4.899105882260887e-10,3.963927653556497e+16,0.181127020479888,55,0.0027245368430612125,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,49812.18398309807,0.18807439218657648,498.12183983098066,0.1837406259661295
80.0,0.15655577299412915,8.0,0.5334236179975972,0.9999375805511471,29281.059255651973,7.943123307102427e-12,1.240652996066496e-07,1.043520857705104e-09,8.443257370488453e+16,0.16862919588727301,84,0.0029942078458834484,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,106101.10130997759,0.17577601730558157,1061.011013099776,0.17015518626113346
80.0,0.15655577299412915,10.0,0.5253262249934629,0.9999928882367942,194783.07601590874,7.943123307102427e-12,8.127773759785882e-07,2.0729518439817235e-09,1.677251183446154e+17,0.16135520283753818,150,0.0029950622991863104,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,210769.59984556894,0.1684756159391888,2107.6959984556893,0.16240145894227556
120.0,0.23483365949119372,0.03,0.6021310947915498,0.05634905249797795,0.15956825542364375,7.943123307102427e-12,7.631832966535295e-13,7.585117069573969e-13,61372127955871.27,0.00023330919333435301,10,0.0004924124788926283,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,77.12249052853518,0.0023885088127133325,0.7712249052853519,0.00025343495236296526
120.0,0.23483365949119372,0.05,0.5949729459682753,0.0905651716599658,0.27534537178487617,7.943123307102427e-12,1.301266662942314e-12,1.2914561045684026e-12,104493323665226.98,0.00073707251075338,11,0.0005379830322327189,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,131.31018319034303,0.006650111251721676,1.3131018319034302,0.0007866652927911777
120.0,0.23483365949119372,0.08,0.5852848395877008,0.13803166241566767,0.4673822544033759,7.943123307102427e-12,2.172855263606034e-12,2.145272411249058e-12,173576665614697.78,0.002251025215458033,12,0.0007110144536937781,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,218.12287101189864,0.01685030460426124,2.1812287101189867,0.002376876773457004
120.0,0.23483365949119372,0.13,0.5712823396943305,0.209117235687593,0.8519078392294475,7.943123307102427e-12,3.865758485375105e-12,3.745523725931887e-12,303054994749810.2,0.007171358608094271,13,0.0013046463978840506,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,380.8301380558788,0.03925071240388525,3.808301380558788,0.007510879226879294
120.0,0.23483365949119372,0.2,0.5553383682556474,0.2957469179913349,1.5840505981781339,7.943123307102427e-12,6.987439074464968e-12,6.439706773938052e-12,521044704390587.94,0.01912287600931417,14,0.0022624618279801834,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,654.7640862021346,0.07280171624767176,6.547640862021346,0.019909501954920767
120.0,0.23483365949119372,0.32,0.5360234796426044,0.41804962414535984,3.7015068703881933,7.943123307102427e-12,1.5759908001869613e-11,1.2571741284795225e-11,1017195262355914.8,0.048889851334185955,16,0.00199794802171335,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1278.2452653934736,0.127445058137464,12.782452653934737,0.05062127412378884
120.0,0.23483365949119372,0.5,0.5202138919132084,0.5567992678267955,10.617117602617473,7.943123307102427e-12,4.3871236790076375e-11,2.5964500952716334e-11,2100820145772581.8,0.09514781137653809,18,0.0023947798890154425,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2639.9684545890323,0.17001579755391014,26.399684545890324,0.09802862290797208
120.0,0.23483365949119372,0.8,0.5102991273902835,0.7113758465887309,41.9116675524493,7.943123307102427e-12,1.698834494843585e-10,5.940128164778902e-11,4806231762268128.0,0.1430512953478404,21,0.002208883422467052,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,6039.68895831659,0.18692011697246855,60.3968895831659,0.1470327582233986
120.0,0.23483365949119372,1.25,0.5066853839454828,0.8427723923754179,174.89399016073682,7.943123307102427e-12,7.038896304175765e-10,1.2663810765891058e-10,1.0246447188676802e+16,0.16726759630171467,24,0.0027893027026970585,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,12876.065285337132,0.1878503084856947,128.7606528533713,0.1719665379265618
120.0,0.23483365949119372,2.0,0.5069395854809147,0.9396985538459119,747.0997080531697,7.943123307102427e-12,3.0083341694206918e-09,2.410949608757229e-10,1.950729389231657e+16,0.16959583285065408,29,0.0022043227537789528,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,24513.588473407508,0.17956923914827663,245.13588473407506,0.17339310835968696
120.0,0.23483365949119372,3.2,0.512220803852637,0.9859065129805532,2624.6053602270354,7.943123307102427e-12,1.0678555994939077e-08,3.6572335815966224e-10,2.9591132908758652e+16,0.15879029092885222,34,0.0029887198253680924,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,37185.31430302214,0.16476918720550804,371.85314303022136,0.16121187782884527
120.0,0.23483365949119372,5.0,0.5275964270628588,0.9982418869867055,7323.43576313703,7.943123307102427e-12,3.0690787118992474e-08,4.824586889852638e-10,3.903633407663222e+16,0.14545291876372554,43,0.002521346667952072,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,49054.50414328987,0.14961101970338148,490.54504143289876,0.1469636199792263
120.0,0.23483365949119372,8.0,0.5610345868517951,0.9999375540566603,25303.790442582438,7.943123307102427e-12,1.1276297424657254e-07,7.63510564067762e-10,6.177659171746707e+16,0.13323931185171942,60,0.0029762427546752976,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,77630.75468136425,0.13691952220845177,776.3075468136425,0.13418222198511373
120.0,0.23483365949119372,10.0,0.5713888283014176,0.9999928845186765,66364.63106773442,7.943123307102427e-12,3.0120330559716886e-07,1.1311498866912477e-09,9.152274769990293e+16,0.1274979483805786,82,0.0029878113726086388,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,115010.87672414687,0.1312072351009403,1150.1087672414687,0.12821039919308122
200.0,0.3913894324853229,0.03,0.6110388560530811,0.05634504077739533,0.3137359257529696,7.943123307102427e-12,1.5227351920203115e-12,1.4907147842739075e-12,120615591884735.27,0.005002587102088418,8,0.001911676270785945,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,151.5700229493876,0.028600770842722282,1.515700229493876,0.005248316981562952
200.0,0.3913894324853229,0.05,0.5929022734359832,0.09055892282693434,0.5964664473829071,7.943123307102427e-12,2.809056268732128e-12,2.6671756996516874e-12,215804511411460.38,0.012273772278673406,9,0.0011433374471167218,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,271.18794706471147,0.056599554253335724,2.7118794706471143,0.012799924066039938
200.0,0.3913894324853229,0.08,0.5714473278177926,0.13802250765380242,1.1720687156407634,7.943123307102427e-12,5.32010966712695e-12,4.722676372430264e-12,382117633735136.94,0.026834785866241318,10,0.0008955127346544417,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,480.1831803797686,0.0951877842377117,4.801831803797686,0.027850646714938115
200.0,0.3913894324853229,0.13,0.5474602277033728,0.20910411174740318,2.6815678464338575,7.943123307102427e-12,1.1660916022295311e-11,8.932721203242256e-12,722757610266257.6,0.053916674097192474,11,0.0010365343584017434,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,908.243999495436,0.14346036750440044,9.08243999495436,0.055712046393462965
200.0,0.3913894324853229,0.2,0.5290389130020289,0.29572959469126014,6.453675865629334,7.943123307102427e-12,2.711977431640493e-11,1.6446834876090665e-11,1330733916465729.5,0.08676620576874575,12,0.0012535965776874147,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1672.2495583406037,0.17318362136801024,16.722495583406037,0.08931613779623682
200.0,0.3913894324853229,0.32,0.5155931786777852,0.4180277549913938,19.883192920962966,7.943123307102427e-12,8.14300298204175e-11,3.34392458114281e-11,2705611072133479.0,0.12213086953595814,13,0.0021421253790254963,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3399.9711470742964,0.18259692723845336,33.999711470742966,0.12538467325501057
200.0,0.3913894324853229,0.5,0.5090982782745725,0.5567745636809325,66.24695899309263,7.943123307102427e-12,2.678914666684835e-10,6.682405751963789e-11,5406817813104717.0,0.14432431233832757,15,0.0014278131112771691,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,6794.407648379284,0.17794000568003332,67.94407648379284,0.1483692685734315
200.0,0.3913894324853229,0.8,0.5066177337847417,0.7113515962040229,251.31879560883368,7.943123307102427e-12,1.0113387834413847e-09,1.3348860650903173e-10,1.0800729592145096e+16,0.15128530781085806,17,0.0015759854103822464,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,13572.597096037167,0.16746371327988033,135.72597096037165,0.15541374904854324
200.0,0.3913894324853229,1.25,0.5069363316037339,0.8427528547838102,858.7524754280767,7.943123307102427e-12,3.4579023455328927e-09,2.3084666189593283e-10,1.867809124382926e+16,0.14540430483225114,19,0.0021197453888329933,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,23471.58169387754,0.15416252595969585,234.7158169387754,0.14862756915061273
200.0,0.3913894324853229,2.0,0.5104457214120051,0.9396872031008284,2702.202977557742,7.943123307102427e-12,1.0956171974129613e-08,3.420185728409137e-10,2.7673149172443816e+16,0.13216712847654344,22,0.002196466943520598,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,34775.104856737584,0.13749859293128666,347.7510485673758,0.13422351143057393
200.0,0.3913894324853229,3.2,0.5207877076042519,0.9859024817945147,6771.554064362316,7.943123307102427e-12,2.8011758891738653e-08,4.198950646360094e-10,3.3974233223439776e+16,0.11741230506908215,26,0.002213488855722993,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,42693.28060244187,0.12079459584642559,426.9328060244187,0.11864628026350225
200.0,0.3913894324853229,5.0,0.5448325747807263,0.9982411331784715,13381.992668779341,7.943123307102427e-12,5.791287930206763e-08,4.795676421826168e-10,3.880241587514502e+16,0.10562110155439093,31,0.002673340594815223,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,48760.55386195663,0.107984360163165,487.6055386195663,0.10642071976349361
200.0,0.3913894324853229,8.0,0.5923847312035259,0.9999375127377105,27706.719554748157,7.943123307102427e-12,1.303707816277678e-07,6.202976706345633e-10,5.018905794561654e+16,0.09660848196088764,41,0.002938433288628148,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,63069.43029301655,0.09860907807690868,630.6943029301655,0.09715705528867513
200.0,0.3913894324853229,10.0,0.6174095784730294,0.9999928787193334,45313.1173741434,7.943123307102427e-12,2.2222279640671633e-07,7.718211204450955e-10,6.244900919592643e+16,0.09292447870874028,51,0.0027260945661900485,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,78475.73940555356,0.09491019357341322,784.7573940555357,0.09337834494265598
